textnum,workerid,text,label
6,A1C42B3V15RM9U,"  Imagine moving from a diagnosis of “severe” autism to no longer meeting the criteria for autism spectrum disorder (ASD).  The recently completed Microbiota Transplant Therapy (MTT) Phase 1 study indicates such results are possible and sustainable.    At the beginning of the study, 83% of participants were classified as “severe” on an autism diagnosis scale. At a 2 year follow up, only 17% were still “severe”, and 44% no longer met the criteria for an autism diagnosis. Most participants had significant improvements in core autism symptoms and gastrointestinal problems.   MTT holds great promise as a potential treatment for ASD. The next step towards FDA approval is a larger, randomized, double-blind, placebo-controlled clinical trial for children with ASD. (We are also conducting a separate study for adults with ASD, and the fundraising for that study is complete).  We need your help to move this research forward. We need to raise $900,000 to start the study and treat 50 children with ASD.  An anonymous donor has pledged $100,000 in matching funds, so the first set of donations will be doubled!  Donations via GoFundMe are being sent to the Autism Nutrition Research Center (ANRC) because ASU cannot receive funds directly from GoFundMe.  ANRC is a 501©3 non-profit led by Prof. Adams which raises funds for autism research, and pledges that 100% of the funds received from GoFundMe will be sent to ASU to support this research.   Alternatively donations may be given directly to the ASU Foundation via Pitchfunder, which is their version of GoFundMe.  See   ",Donate $5
6,A3HGZDLMCKGPSE,"  Imagine moving from a diagnosis of “severe” autism to no longer meeting the criteria for autism spectrum disorder (ASD).  The recently completed Microbiota Transplant Therapy (MTT) Phase 1 study indicates such results are possible and sustainable.    At the beginning of the study, 83% of participants were classified as “severe” on an autism diagnosis scale. At a 2 year follow up, only 17% were still “severe”, and 44% no longer met the criteria for an autism diagnosis. Most participants had significant improvements in core autism symptoms and gastrointestinal problems.   MTT holds great promise as a potential treatment for ASD. The next step towards FDA approval is a larger, randomized, double-blind, placebo-controlled clinical trial for children with ASD. (We are also conducting a separate study for adults with ASD, and the fundraising for that study is complete).  We need your help to move this research forward. We need to raise $900,000 to start the study and treat 50 children with ASD.  An anonymous donor has pledged $100,000 in matching funds, so the first set of donations will be doubled!  Donations via GoFundMe are being sent to the Autism Nutrition Research Center (ANRC) because ASU cannot receive funds directly from GoFundMe.  ANRC is a 501©3 non-profit led by Prof. Adams which raises funds for autism research, and pledges that 100% of the funds received from GoFundMe will be sent to ASU to support this research.   Alternatively donations may be given directly to the ASU Foundation via Pitchfunder, which is their version of GoFundMe.  See   ",No Donation
6,A2JP9IKRHNLRPI,"  Imagine moving from a diagnosis of “severe” autism to no longer meeting the criteria for autism spectrum disorder (ASD).  The recently completed Microbiota Transplant Therapy (MTT) Phase 1 study indicates such results are possible and sustainable.    At the beginning of the study, 83% of participants were classified as “severe” on an autism diagnosis scale. At a 2 year follow up, only 17% were still “severe”, and 44% no longer met the criteria for an autism diagnosis. Most participants had significant improvements in core autism symptoms and gastrointestinal problems.   MTT holds great promise as a potential treatment for ASD. The next step towards FDA approval is a larger, randomized, double-blind, placebo-controlled clinical trial for children with ASD. (We are also conducting a separate study for adults with ASD, and the fundraising for that study is complete).  We need your help to move this research forward. We need to raise $900,000 to start the study and treat 50 children with ASD.  An anonymous donor has pledged $100,000 in matching funds, so the first set of donations will be doubled!  Donations via GoFundMe are being sent to the Autism Nutrition Research Center (ANRC) because ASU cannot receive funds directly from GoFundMe.  ANRC is a 501©3 non-profit led by Prof. Adams which raises funds for autism research, and pledges that 100% of the funds received from GoFundMe will be sent to ASU to support this research.   Alternatively donations may be given directly to the ASU Foundation via Pitchfunder, which is their version of GoFundMe.  See   ",No Donation
6,A1EMGEJYHG7SS4,"  Imagine moving from a diagnosis of “severe” autism to no longer meeting the criteria for autism spectrum disorder (ASD).  The recently completed Microbiota Transplant Therapy (MTT) Phase 1 study indicates such results are possible and sustainable.    At the beginning of the study, 83% of participants were classified as “severe” on an autism diagnosis scale. At a 2 year follow up, only 17% were still “severe”, and 44% no longer met the criteria for an autism diagnosis. Most participants had significant improvements in core autism symptoms and gastrointestinal problems.   MTT holds great promise as a potential treatment for ASD. The next step towards FDA approval is a larger, randomized, double-blind, placebo-controlled clinical trial for children with ASD. (We are also conducting a separate study for adults with ASD, and the fundraising for that study is complete).  We need your help to move this research forward. We need to raise $900,000 to start the study and treat 50 children with ASD.  An anonymous donor has pledged $100,000 in matching funds, so the first set of donations will be doubled!  Donations via GoFundMe are being sent to the Autism Nutrition Research Center (ANRC) because ASU cannot receive funds directly from GoFundMe.  ANRC is a 501©3 non-profit led by Prof. Adams which raises funds for autism research, and pledges that 100% of the funds received from GoFundMe will be sent to ASU to support this research.   Alternatively donations may be given directly to the ASU Foundation via Pitchfunder, which is their version of GoFundMe.  See   ",Donate $5
6,A2XMOKP0GAAW90,"  Imagine moving from a diagnosis of “severe” autism to no longer meeting the criteria for autism spectrum disorder (ASD).  The recently completed Microbiota Transplant Therapy (MTT) Phase 1 study indicates such results are possible and sustainable.    At the beginning of the study, 83% of participants were classified as “severe” on an autism diagnosis scale. At a 2 year follow up, only 17% were still “severe”, and 44% no longer met the criteria for an autism diagnosis. Most participants had significant improvements in core autism symptoms and gastrointestinal problems.   MTT holds great promise as a potential treatment for ASD. The next step towards FDA approval is a larger, randomized, double-blind, placebo-controlled clinical trial for children with ASD. (We are also conducting a separate study for adults with ASD, and the fundraising for that study is complete).  We need your help to move this research forward. We need to raise $900,000 to start the study and treat 50 children with ASD.  An anonymous donor has pledged $100,000 in matching funds, so the first set of donations will be doubled!  Donations via GoFundMe are being sent to the Autism Nutrition Research Center (ANRC) because ASU cannot receive funds directly from GoFundMe.  ANRC is a 501©3 non-profit led by Prof. Adams which raises funds for autism research, and pledges that 100% of the funds received from GoFundMe will be sent to ASU to support this research.   Alternatively donations may be given directly to the ASU Foundation via Pitchfunder, which is their version of GoFundMe.  See   ",Donate $100 or more
7,A10F0CHSNURXF5,"  Carter was critically injured when a boat hit him while he was out diving with a friend near Palm Beach on Thanksgiving day. He lost an arm, broke both of his legs, broke his other wrist, and has several lacerations. He’s incredibly strong, but he has a very long road to recovery. We are unsure about what all the expenses will look like, but since our family lives in Denver and Carter is in Palm Beach we at least know that travel expenses will pile up. All other funds we receive will go directly to Carter in one way or another whether it be medical expenses, food, housing, etc. We appreciate all of your donations and are incredibly thankful for all the support we’ve received.     EDIT: We reached our original goal of $20,000 within the first 48 hours of posting which is unbelievable. My family can’t even describe how thankful we are to everyone for the support. People have been saying we should set a higher goal, so we did. We know Carter’s expenses are going to be high, we just have no idea how high right now. Again, every cent will go towards Carter’s recovery and the rehab process. Thank you all so much.   ",No Donation
7,A30MP4LXV4MIFD,"  Carter was critically injured when a boat hit him while he was out diving with a friend near Palm Beach on Thanksgiving day. He lost an arm, broke both of his legs, broke his other wrist, and has several lacerations. He’s incredibly strong, but he has a very long road to recovery. We are unsure about what all the expenses will look like, but since our family lives in Denver and Carter is in Palm Beach we at least know that travel expenses will pile up. All other funds we receive will go directly to Carter in one way or another whether it be medical expenses, food, housing, etc. We appreciate all of your donations and are incredibly thankful for all the support we’ve received.     EDIT: We reached our original goal of $20,000 within the first 48 hours of posting which is unbelievable. My family can’t even describe how thankful we are to everyone for the support. People have been saying we should set a higher goal, so we did. We know Carter’s expenses are going to be high, we just have no idea how high right now. Again, every cent will go towards Carter’s recovery and the rehab process. Thank you all so much.   ",Donate $5
7,A2JP9IKRHNLRPI,"  Carter was critically injured when a boat hit him while he was out diving with a friend near Palm Beach on Thanksgiving day. He lost an arm, broke both of his legs, broke his other wrist, and has several lacerations. He’s incredibly strong, but he has a very long road to recovery. We are unsure about what all the expenses will look like, but since our family lives in Denver and Carter is in Palm Beach we at least know that travel expenses will pile up. All other funds we receive will go directly to Carter in one way or another whether it be medical expenses, food, housing, etc. We appreciate all of your donations and are incredibly thankful for all the support we’ve received.     EDIT: We reached our original goal of $20,000 within the first 48 hours of posting which is unbelievable. My family can’t even describe how thankful we are to everyone for the support. People have been saying we should set a higher goal, so we did. We know Carter’s expenses are going to be high, we just have no idea how high right now. Again, every cent will go towards Carter’s recovery and the rehab process. Thank you all so much.   ",No Donation
7,A1LHZLOG7M6R7T,"  Carter was critically injured when a boat hit him while he was out diving with a friend near Palm Beach on Thanksgiving day. He lost an arm, broke both of his legs, broke his other wrist, and has several lacerations. He’s incredibly strong, but he has a very long road to recovery. We are unsure about what all the expenses will look like, but since our family lives in Denver and Carter is in Palm Beach we at least know that travel expenses will pile up. All other funds we receive will go directly to Carter in one way or another whether it be medical expenses, food, housing, etc. We appreciate all of your donations and are incredibly thankful for all the support we’ve received.     EDIT: We reached our original goal of $20,000 within the first 48 hours of posting which is unbelievable. My family can’t even describe how thankful we are to everyone for the support. People have been saying we should set a higher goal, so we did. We know Carter’s expenses are going to be high, we just have no idea how high right now. Again, every cent will go towards Carter’s recovery and the rehab process. Thank you all so much.   ",Donate $5
7,AKMQH2MGTUWO9,"  Carter was critically injured when a boat hit him while he was out diving with a friend near Palm Beach on Thanksgiving day. He lost an arm, broke both of his legs, broke his other wrist, and has several lacerations. He’s incredibly strong, but he has a very long road to recovery. We are unsure about what all the expenses will look like, but since our family lives in Denver and Carter is in Palm Beach we at least know that travel expenses will pile up. All other funds we receive will go directly to Carter in one way or another whether it be medical expenses, food, housing, etc. We appreciate all of your donations and are incredibly thankful for all the support we’ve received.     EDIT: We reached our original goal of $20,000 within the first 48 hours of posting which is unbelievable. My family can’t even describe how thankful we are to everyone for the support. People have been saying we should set a higher goal, so we did. We know Carter’s expenses are going to be high, we just have no idea how high right now. Again, every cent will go towards Carter’s recovery and the rehab process. Thank you all so much.   ",Donate $10
8,A10F0CHSNURXF5,"  On January 6th Officer Arik Matson was shot in the line of duty. He is currently at North Memorial Health Hospital in Robbinsdale receiving urgent medical attention. Megan, Audrina, Maklynn and the entire Matson Family need support during this hard time. We have set up this fund to help the family with medical expenses and everyday needs (Gas money, bills, groceries, hotel stays) while Arik is in the hospital. January 13th update:  Arik is still in the ICU, but he has been steadily improving.  Things are moving in the right direction but he has a long road of recovery and therapy in front of him.Any support and prayers are greatly appreciated. If you want to donate directly to the family, please contact me. ",Donate $5
8,A2KFULED9WP0I0,"  On January 6th Officer Arik Matson was shot in the line of duty. He is currently at North Memorial Health Hospital in Robbinsdale receiving urgent medical attention. Megan, Audrina, Maklynn and the entire Matson Family need support during this hard time. We have set up this fund to help the family with medical expenses and everyday needs (Gas money, bills, groceries, hotel stays) while Arik is in the hospital. January 13th update:  Arik is still in the ICU, but he has been steadily improving.  Things are moving in the right direction but he has a long road of recovery and therapy in front of him.Any support and prayers are greatly appreciated. If you want to donate directly to the family, please contact me. ",No Donation
8,A1EMGEJYHG7SS4,"  On January 6th Officer Arik Matson was shot in the line of duty. He is currently at North Memorial Health Hospital in Robbinsdale receiving urgent medical attention. Megan, Audrina, Maklynn and the entire Matson Family need support during this hard time. We have set up this fund to help the family with medical expenses and everyday needs (Gas money, bills, groceries, hotel stays) while Arik is in the hospital. January 13th update:  Arik is still in the ICU, but he has been steadily improving.  Things are moving in the right direction but he has a long road of recovery and therapy in front of him.Any support and prayers are greatly appreciated. If you want to donate directly to the family, please contact me. ",Donate $5
8,AKMQH2MGTUWO9,"  On January 6th Officer Arik Matson was shot in the line of duty. He is currently at North Memorial Health Hospital in Robbinsdale receiving urgent medical attention. Megan, Audrina, Maklynn and the entire Matson Family need support during this hard time. We have set up this fund to help the family with medical expenses and everyday needs (Gas money, bills, groceries, hotel stays) while Arik is in the hospital. January 13th update:  Arik is still in the ICU, but he has been steadily improving.  Things are moving in the right direction but he has a long road of recovery and therapy in front of him.Any support and prayers are greatly appreciated. If you want to donate directly to the family, please contact me. ",Donate $10
8,A2JP9IKRHNLRPI,"  On January 6th Officer Arik Matson was shot in the line of duty. He is currently at North Memorial Health Hospital in Robbinsdale receiving urgent medical attention. Megan, Audrina, Maklynn and the entire Matson Family need support during this hard time. We have set up this fund to help the family with medical expenses and everyday needs (Gas money, bills, groceries, hotel stays) while Arik is in the hospital. January 13th update:  Arik is still in the ICU, but he has been steadily improving.  Things are moving in the right direction but he has a long road of recovery and therapy in front of him.Any support and prayers are greatly appreciated. If you want to donate directly to the family, please contact me. ",Donate $5
9,A2JP9IKRHNLRPI,"    Lizzy Ragan was climbing in Echo, NH in late August when she experienced a traumatic ground fall. Several wilderness first aid responders immediately came to her care, and with the help of the surrounding climbers in the area, Lizzy was able to get quick medical care at the Dartmouth-Hitchcock trauma center within two hours of her fall. We cannot thank the people there that day enough for their rapid response, support, and care in her rescue and immediate treatment.   Those of you who know her would not be surprised to hear that even in the first moments after her fall, Lizzy was taking charge of the situation, calming those around her and walking through next steps, and talking about a future in adaptive cycling. She was level-headed and brave during her entire rescue.   Lizzy has sustained a serious spinal cord injury to her T4 and T5 vertebrae and can no longer user her legs. This is a life-altering injury, and we all know the medical expenses for her long term recovery will soon seem insurmountable. We know it is not easy to ask for help, but we want to be able to support Lizzy during a time when she truly needs us. Lizzy, her partner (Josh Grehan), her parents Margaret and Tim Ragan have a lot of challenges ahead.   The Christopher Reeve Foundation estimates that living with a spinal cord injury costs $518K in the first year. This fundraiser will help Lizzy get the best long term care possible and eventually help her get access to healing and resources that will ensure she maintains a mobile and independent life, i.e.:  - 1 month of in-patient rehabilitation followed by 3-6 months of dedicated outpatient rehab  - retrofitting Lizzy's apartment - wheelchair van - adaptive bike   Whether or not you’re able to make a donation, please consider sharing this fundraiser outward within your community at hand, and share with us a story below on how you got to know and love Lizzy!     Lizzy racing Cyclo-cross in CT!    ",Donate $10
9,A2CIRSDBG6NQU1,"    Lizzy Ragan was climbing in Echo, NH in late August when she experienced a traumatic ground fall. Several wilderness first aid responders immediately came to her care, and with the help of the surrounding climbers in the area, Lizzy was able to get quick medical care at the Dartmouth-Hitchcock trauma center within two hours of her fall. We cannot thank the people there that day enough for their rapid response, support, and care in her rescue and immediate treatment.   Those of you who know her would not be surprised to hear that even in the first moments after her fall, Lizzy was taking charge of the situation, calming those around her and walking through next steps, and talking about a future in adaptive cycling. She was level-headed and brave during her entire rescue.   Lizzy has sustained a serious spinal cord injury to her T4 and T5 vertebrae and can no longer user her legs. This is a life-altering injury, and we all know the medical expenses for her long term recovery will soon seem insurmountable. We know it is not easy to ask for help, but we want to be able to support Lizzy during a time when she truly needs us. Lizzy, her partner (Josh Grehan), her parents Margaret and Tim Ragan have a lot of challenges ahead.   The Christopher Reeve Foundation estimates that living with a spinal cord injury costs $518K in the first year. This fundraiser will help Lizzy get the best long term care possible and eventually help her get access to healing and resources that will ensure she maintains a mobile and independent life, i.e.:  - 1 month of in-patient rehabilitation followed by 3-6 months of dedicated outpatient rehab  - retrofitting Lizzy's apartment - wheelchair van - adaptive bike   Whether or not you’re able to make a donation, please consider sharing this fundraiser outward within your community at hand, and share with us a story below on how you got to know and love Lizzy!     Lizzy racing Cyclo-cross in CT!    ",Donate $10
9,A1A6UVH1CCP8CD,"    Lizzy Ragan was climbing in Echo, NH in late August when she experienced a traumatic ground fall. Several wilderness first aid responders immediately came to her care, and with the help of the surrounding climbers in the area, Lizzy was able to get quick medical care at the Dartmouth-Hitchcock trauma center within two hours of her fall. We cannot thank the people there that day enough for their rapid response, support, and care in her rescue and immediate treatment.   Those of you who know her would not be surprised to hear that even in the first moments after her fall, Lizzy was taking charge of the situation, calming those around her and walking through next steps, and talking about a future in adaptive cycling. She was level-headed and brave during her entire rescue.   Lizzy has sustained a serious spinal cord injury to her T4 and T5 vertebrae and can no longer user her legs. This is a life-altering injury, and we all know the medical expenses for her long term recovery will soon seem insurmountable. We know it is not easy to ask for help, but we want to be able to support Lizzy during a time when she truly needs us. Lizzy, her partner (Josh Grehan), her parents Margaret and Tim Ragan have a lot of challenges ahead.   The Christopher Reeve Foundation estimates that living with a spinal cord injury costs $518K in the first year. This fundraiser will help Lizzy get the best long term care possible and eventually help her get access to healing and resources that will ensure she maintains a mobile and independent life, i.e.:  - 1 month of in-patient rehabilitation followed by 3-6 months of dedicated outpatient rehab  - retrofitting Lizzy's apartment - wheelchair van - adaptive bike   Whether or not you’re able to make a donation, please consider sharing this fundraiser outward within your community at hand, and share with us a story below on how you got to know and love Lizzy!     Lizzy racing Cyclo-cross in CT!    ",Donate $50
9,AMA18W8F60Y2J,"    Lizzy Ragan was climbing in Echo, NH in late August when she experienced a traumatic ground fall. Several wilderness first aid responders immediately came to her care, and with the help of the surrounding climbers in the area, Lizzy was able to get quick medical care at the Dartmouth-Hitchcock trauma center within two hours of her fall. We cannot thank the people there that day enough for their rapid response, support, and care in her rescue and immediate treatment.   Those of you who know her would not be surprised to hear that even in the first moments after her fall, Lizzy was taking charge of the situation, calming those around her and walking through next steps, and talking about a future in adaptive cycling. She was level-headed and brave during her entire rescue.   Lizzy has sustained a serious spinal cord injury to her T4 and T5 vertebrae and can no longer user her legs. This is a life-altering injury, and we all know the medical expenses for her long term recovery will soon seem insurmountable. We know it is not easy to ask for help, but we want to be able to support Lizzy during a time when she truly needs us. Lizzy, her partner (Josh Grehan), her parents Margaret and Tim Ragan have a lot of challenges ahead.   The Christopher Reeve Foundation estimates that living with a spinal cord injury costs $518K in the first year. This fundraiser will help Lizzy get the best long term care possible and eventually help her get access to healing and resources that will ensure she maintains a mobile and independent life, i.e.:  - 1 month of in-patient rehabilitation followed by 3-6 months of dedicated outpatient rehab  - retrofitting Lizzy's apartment - wheelchair van - adaptive bike   Whether or not you’re able to make a donation, please consider sharing this fundraiser outward within your community at hand, and share with us a story below on how you got to know and love Lizzy!     Lizzy racing Cyclo-cross in CT!    ",Donate $5
9,A37L0I0BI5VGYV,"    Lizzy Ragan was climbing in Echo, NH in late August when she experienced a traumatic ground fall. Several wilderness first aid responders immediately came to her care, and with the help of the surrounding climbers in the area, Lizzy was able to get quick medical care at the Dartmouth-Hitchcock trauma center within two hours of her fall. We cannot thank the people there that day enough for their rapid response, support, and care in her rescue and immediate treatment.   Those of you who know her would not be surprised to hear that even in the first moments after her fall, Lizzy was taking charge of the situation, calming those around her and walking through next steps, and talking about a future in adaptive cycling. She was level-headed and brave during her entire rescue.   Lizzy has sustained a serious spinal cord injury to her T4 and T5 vertebrae and can no longer user her legs. This is a life-altering injury, and we all know the medical expenses for her long term recovery will soon seem insurmountable. We know it is not easy to ask for help, but we want to be able to support Lizzy during a time when she truly needs us. Lizzy, her partner (Josh Grehan), her parents Margaret and Tim Ragan have a lot of challenges ahead.   The Christopher Reeve Foundation estimates that living with a spinal cord injury costs $518K in the first year. This fundraiser will help Lizzy get the best long term care possible and eventually help her get access to healing and resources that will ensure she maintains a mobile and independent life, i.e.:  - 1 month of in-patient rehabilitation followed by 3-6 months of dedicated outpatient rehab  - retrofitting Lizzy's apartment - wheelchair van - adaptive bike   Whether or not you’re able to make a donation, please consider sharing this fundraiser outward within your community at hand, and share with us a story below on how you got to know and love Lizzy!     Lizzy racing Cyclo-cross in CT!    ",Donate $10
10,A2JP9IKRHNLRPI,"   6 year old Guy is in a fight for his life!!     A month ago, his parents received the worst news possible - he was diagnosed with Stage 4 Neuroblastoma,  Cancer of the adrenal glands that spread throughout his body.  They immediately started chemo and now have to relocate to New York for a life saving surgery and treatment for the next year.  This treatment is imperative for his survival and the expenses are through the roof!  We're asking you to help save this little boy and to give him the best chance at having a bright future.  Any contribution is appreciated.  With love and gratitude,  The Sizikov family friends  עזרו לנו להציל את גיא במאבק על חייו לפני חודש הוריו של גיא קיבלו את הבשורה הקשה ביותר, גיא אובחן בנוירובלסטומה שלב 4, סרטן המתפשט דרך בלוטות האדרנל. הם התחילו  בטיפולים כימותרפיים וכעת נאלצים לעבור בדחיפות לניו יורק לניתוח דחוף ולטיפול מציל חיים. טיפול זה הכרחי וההוצאות בשמיים  אנו מבקשים את עזרתכם להציל את חייו של גיא ולתת לו סיכוי לעתיד טוב יותר  כל עזרה תתקבל בברכה   באהבה והערכה  חברי משפחת סיזיקוב  ",Donate $5
10,A2CIRSDBG6NQU1,"   6 year old Guy is in a fight for his life!!     A month ago, his parents received the worst news possible - he was diagnosed with Stage 4 Neuroblastoma,  Cancer of the adrenal glands that spread throughout his body.  They immediately started chemo and now have to relocate to New York for a life saving surgery and treatment for the next year.  This treatment is imperative for his survival and the expenses are through the roof!  We're asking you to help save this little boy and to give him the best chance at having a bright future.  Any contribution is appreciated.  With love and gratitude,  The Sizikov family friends  עזרו לנו להציל את גיא במאבק על חייו לפני חודש הוריו של גיא קיבלו את הבשורה הקשה ביותר, גיא אובחן בנוירובלסטומה שלב 4, סרטן המתפשט דרך בלוטות האדרנל. הם התחילו  בטיפולים כימותרפיים וכעת נאלצים לעבור בדחיפות לניו יורק לניתוח דחוף ולטיפול מציל חיים. טיפול זה הכרחי וההוצאות בשמיים  אנו מבקשים את עזרתכם להציל את חייו של גיא ולתת לו סיכוי לעתיד טוב יותר  כל עזרה תתקבל בברכה   באהבה והערכה  חברי משפחת סיזיקוב  ",Donate $5
